timestep,date,node,S,E,I,R
99,2019-04-10,11,446,0,0,7148
99,2019-04-10,12,517,0,0,6876
99,2019-04-10,13,762,0,0,10954
100,2019-04-11,0,87,0,0,2475
100,2019-04-11,1,71,0,0,1743
100,2019-04-11,2,124,0,0,2336
100,2019-04-11,3,267,0,0,3812
100,2019-04-11,4,493,0,0,6580
100,2019-04-11,5,276,0,0,3511
100,2019-04-11,6,652,0,0,9618
100,2019-04-11,7,657,0,0,10570
100,2019-04-11,8,599,0,0,8871
100,2019-04-11,9,422,0,0,9132
100,2019-04-11,10,178,0,0,3801
100,2019-04-11,11,446,0,0,7148
100,2019-04-11,12,517,0,0,6876
100,2019-04-11,13,762,0,0,10952
101,2019-04-12,0,87,0,0,2475
101,2019-04-12,1,71,0,0,1743
101,2019-04-12,2,124,0,0,2336
101,2019-04-12,3,267,0,0,3812
101,2019-04-12,4,493,0,0,6580
101,2019-04-12,5,276,0,0,3511
101,2019-04-12,6,652,0,0,9618
101,2019-04-12,7,657,0,0,10570
101,2019-04-12,8,599,0,0,8871
101,2019-04-12,9,422,0,0,9132
101,2019-04-12,10,178,0,0,3801
101,2019-04-12,11,446,0,0,7148
101,2019-04-12,12,517,0,0,6876
101,2019-04-12,13,762,0,0,10952
102,2019-04-13,0,54,0,0,2508
102,2019-04-13,1,57,0,0,1757
102,2019-04-13,2,101,0,0,2359
102,2019-04-13,3,235,0,0,3844
102,2019-04-13,4,430,0,0,6643
102,2019-04-13,5,241,0,0,3546
102,2019-04-13,6,587,0,0,9683
102,2019-04-13,7,594,0,0,10632
102,2019-04-13,8,539,0,0,8931
102,2019-04-13,9,373,0,0,9181
102,2019-04-13,10,149,0,0,3830
102,2019-04-13,11,396,0,0,7197
102,2019-04-13,12,464,0,0,6929
102,2019-04-13,13,689,0,0,11025
103,2019-04-14,0,54,0,0,2508
103,2019-04-14,1,57,0,0,1757
103,2019-04-14,2,101,0,0,2358
103,2019-04-14,3,235,0,0,3844
103,2019-04-14,4,430,0,0,6643
103,2019-04-14,5,241,0,0,3546
103,2019-04-14,6,587,0,0,9683
103,2019-04-14,7,594,0,0,10632
103,2019-04-14,8,539,0,0,8931
103,2019-04-14,9,373,0,0,9180
103,2019-04-14,10,149,0,0,3830
103,2019-04-14,11,396,0,0,7197
103,2019-04-14,12,464,0,0,6929
103,2019-04-14,13,689,0,0,11025
104,2019-04-15,0,54,0,0,2507
104,2019-04-15,1,57,0,0,1757
104,2019-04-15,2,101,0,0,2358
104,2019-04-15,3,235,0,0,3844
104,2019-04-15,4,430,0,0,6643
104,2019-04-15,5,241,0,0,3546
104,2019-04-15,6,587,0,0,9683
104,2019-04-15,7,594,0,0,10632
104,2019-04-15,8,539,0,0,8930
104,2019-04-15,9,373,0,0,9180
104,2019-04-15,10,149,0,0,3830
104,2019-04-15,11,396,0,0,7196
104,2019-04-15,12,464,0,0,6929
104,2019-04-15,13,689,0,0,11025
105,2019-04-16,0,54,0,0,2507
105,2019-04-16,1,58,0,0,1757
105,2019-04-16,2,101,0,0,2358
105,2019-04-16,3,229,0,0,3820
105,2019-04-16,4,431,0,0,6642
105,2019-04-16,5,242,0,0,3546
105,2019-04-16,6,591,0,0,9681
105,2019-04-16,7,598,0,0,10632
105,2019-04-16,8,543,0,0,8930
105,2019-04-16,9,377,0,0,9179
105,2019-04-16,10,150,0,0,3830
105,2019-04-16,11,399,0,0,7196
105,2019-04-16,12,466,0,0,6929
105,2019-04-16,13,693,0,0,11025
106,2019-04-17,0,54,0,0,2507
106,2019-04-17,1,58,0,0,1757
106,2019-04-17,2,101,0,0,2357
106,2019-04-17,3,229,0,0,3820
106,2019-04-17,4,431,0,0,6642
106,2019-04-17,5,242,0,0,3546
106,2019-04-17,6,591,0,0,9681
106,2019-04-17,7,598,0,0,10631
106,2019-04-17,8,543,0,0,8929
106,2019-04-17,9,377,0,0,9179
106,2019-04-17,10,150,0,0,3829
106,2019-04-17,11,399,0,0,7196
106,2019-04-17,12,466,0,0,6928
106,2019-04-17,13,693,0,0,11024
107,2019-04-18,0,54,0,0,2507
107,2019-04-18,1,58,0,0,1757
107,2019-04-18,2,101,0,0,2357
107,2019-04-18,3,229,0,0,3820
107,2019-04-18,4,431,0,0,6642
107,2019-04-18,5,242,0,0,3546
107,2019-04-18,6,591,0,0,9681
107,2019-04-18,7,598,0,0,10631
107,2019-04-18,8,543,0,0,8929
107,2019-04-18,9,377,0,0,9179
107,2019-04-18,10,150,0,0,3829
107,2019-04-18,11,399,0,0,7196
107,2019-04-18,12,466,0,0,6928
107,2019-04-18,13,693,0,0,11024
108,2019-04-19,0,54,0,0,2507
108,2019-04-19,1,58,0,0,1757
108,2019-04-19,2,101,0,0,2357
108,2019-04-19,3,229,0,0,3820
108,2019-04-19,4,431,0,0,6642
108,2019-04-19,5,242,0,0,3546
108,2019-04-19,6,591,0,0,9681
108,2019-04-19,7,598,0,0,10631
108,2019-04-19,8,543,0,0,8929
108,2019-04-19,9,377,0,0,9179
108,2019-04-19,10,150,0,0,3829
108,2019-04-19,11,399,0,0,7196
108,2019-04-19,12,466,0,0,6928
108,2019-04-19,13,693,0,0,11024
109,2019-04-20,0,54,0,0,2507
109,2019-04-20,1,58,0,0,1757
109,2019-04-20,2,101,0,0,2357
109,2019-04-20,3,229,0,0,3820
109,2019-04-20,4,431,0,0,6642
109,2019-04-20,5,242,0,0,3546
109,2019-04-20,6,591,0,0,9681
109,2019-04-20,7,598,0,0,10630
109,2019-04-20,8,543,0,0,8929
109,2019-04-20,9,377,0,0,9179
109,2019-04-20,10,150,0,0,3829
109,2019-04-20,11,399,0,0,7196
109,2019-04-20,12,466,0,0,6928
109,2019-04-20,13,693,0,0,11024
110,2019-04-21,0,54,0,0,2507
110,2019-04-21,1,58,0,0,1757
110,2019-04-21,2,101,0,0,2357
110,2019-04-21,3,229,0,0,3820
110,2019-04-21,4,431,0,0,6642
110,2019-04-21,5,242,0,0,3545
110,2019-04-21,6,591,0,0,9681
110,2019-04-21,7,598,0,0,10630
110,2019-04-21,8,543,0,0,8929
110,2019-04-21,9,377,0,0,9179
110,2019-04-21,10,150,0,0,3829
110,2019-04-21,11,399,0,0,7196
110,2019-04-21,12,466,0,0,6927
110,2019-04-21,13,693,0,0,11024
111,2019-04-22,0,54,0,0,2507
111,2019-04-22,1,58,0,0,1757
111,2019-04-22,2,101,0,0,2357
111,2019-04-22,3,229,0,0,3819
111,2019-04-22,4,431,0,0,6641
111,2019-04-22,5,242,0,0,3545
111,2019-04-22,6,591,0,0,9680
111,2019-04-22,7,598,0,0,10630
111,2019-04-22,8,543,0,0,8929
111,2019-04-22,9,377,0,0,9178
111,2019-04-22,10,150,0,0,3829
111,2019-04-22,11,399,0,0,7196
111,2019-04-22,12,466,0,0,6927
111,2019-04-22,13,693,0,0,11024
112,2019-04-23,0,54,0,0,2507
112,2019-04-23,1,58,0,0,1757
112,2019-04-23,2,102,0,0,2357
112,2019-04-23,3,226,0,0,3791
112,2019-04-23,4,433,0,0,6641
112,2019-04-23,5,243,0,0,3545
112,2019-04-23,6,594,0,0,9680
112,2019-04-23,7,602,0,0,10630
112,2019-04-23,8,547,0,0,8928
112,2019-04-23,9,381,0,0,9178
112,2019-04-23,10,152,0,0,3829
112,2019-04-23,11,402,0,0,7195
112,2019-04-23,12,469,0,0,6927
112,2019-04-23,13,697,0,0,11024
113,2019-04-24,0,54,0,0,2507
113,2019-04-24,1,58,0,0,1757
113,2019-04-24,2,102,0,0,2357
113,2019-04-24,3,226,0,0,3791
113,2019-04-24,4,433,0,0,6641
113,2019-04-24,5,243,0,0,3545
113,2019-04-24,6,594,0,0,9679
113,2019-04-24,7,602,0,0,10630
113,2019-04-24,8,547,0,0,8928
113,2019-04-24,9,381,0,0,9178
113,2019-04-24,10,152,0,0,3829
113,2019-04-24,11,402,0,0,7195
113,2019-04-24,12,469,0,0,6927
113,2019-04-24,13,697,0,0,11023
114,2019-04-25,0,54,0,0,2507
114,2019-04-25,1,58,0,0,1757
114,2019-04-25,2,102,0,0,2357
114,2019-04-25,3,226,0,0,3790
114,2019-04-25,4,433,0,0,6641
114,2019-04-25,5,243,0,0,3545
114,2019-04-25,6,594,0,0,9679
114,2019-04-25,7,602,0,0,10630
114,2019-04-25,8,547,0,0,8928
114,2019-04-25,9,381,0,0,9178
114,2019-04-25,10,152,0,0,3829
114,2019-04-25,11,402,0,0,7195
114,2019-04-25,12,469,0,0,6927
114,2019-04-25,13,697,0,0,11023
115,2019-04-26,0,54,0,0,2507
115,2019-04-26,1,58,0,0,1757
115,2019-04-26,2,102,0,0,2357
115,2019-04-26,3,226,0,0,3790
115,2019-04-26,4,433,0,0,6641
115,2019-04-26,5,243,0,0,3545
115,2019-04-26,6,594,0,0,9679
115,2019-04-26,7,602,0,0,10629
115,2019-04-26,8,547,0,0,8928
115,2019-04-26,9,381,0,0,9178
115,2019-04-26,10,152,0,0,3829
115,2019-04-26,11,402,0,0,7195
115,2019-04-26,12,469,0,0,6927
115,2019-04-26,13,697,0,0,11023
116,2019-04-27,0,54,0,0,2506
116,2019-04-27,1,58,0,0,1756
116,2019-04-27,2,102,0,0,2357
116,2019-04-27,3,226,0,0,3790
116,2019-04-27,4,433,0,0,6640
116,2019-04-27,5,243,0,0,3545
116,2019-04-27,6,594,0,0,9679
116,2019-04-27,7,602,0,0,10629
116,2019-04-27,8,547,0,0,8928
116,2019-04-27,9,381,0,0,9178
116,2019-04-27,10,152,0,0,3829
116,2019-04-27,11,402,0,0,7195
116,2019-04-27,12,469,0,0,6926
116,2019-04-27,13,697,0,0,11022
117,2019-04-28,0,54,0,0,2506
117,2019-04-28,1,58,0,0,1756
117,2019-04-28,2,102,0,0,2357
117,2019-04-28,3,226,0,0,3790
117,2019-04-28,4,433,0,0,6639
117,2019-04-28,5,243,0,0,3545
117,2019-04-28,6,594,0,0,9678
117,2019-04-28,7,602,0,0,10629
117,2019-04-28,8,547,0,0,8928
117,2019-04-28,9,381,0,0,9178
117,2019-04-28,10,152,0,0,3829
117,2019-04-28,11,402,0,0,7195
117,2019-04-28,12,469,0,0,6926
117,2019-04-28,13,697,0,0,11022
118,2019-04-29,0,54,0,0,2506
118,2019-04-29,1,58,0,0,1756
118,2019-04-29,2,102,0,0,2356
118,2019-04-29,3,226,0,0,3790
118,2019-04-29,4,433,0,0,6639
118,2019-04-29,5,243,0,0,3545
118,2019-04-29,6,594,0,0,9678
118,2019-04-29,7,602,0,0,10629
118,2019-04-29,8,547,0,0,8928
118,2019-04-29,9,381,0,0,9176
118,2019-04-29,10,152,0,0,3829
118,2019-04-29,11,402,0,0,7195
118,2019-04-29,12,469,0,0,6926
118,2019-04-29,13,697,0,0,11022
119,2019-04-30,0,54,0,0,2506
119,2019-04-30,1,58,0,0,1756
119,2019-04-30,2,102,0,0,2356
119,2019-04-30,3,220,0,0,3766
119,2019-04-30,4,435,0,0,6639
119,2019-04-30,5,244,0,0,3545
119,2019-04-30,6,598,0,0,9678
119,2019-04-30,7,606,0,0,10629
119,2019-04-30,8,551,0,0,8927
119,2019-04-30,9,385,0,0,9175
119,2019-04-30,10,154,0,0,3829
119,2019-04-30,11,404,0,0,7195
119,2019-04-30,12,472,0,0,6926
119,2019-04-30,13,701,0,0,11021
120,2019-05-01,0,54,0,0,2506
120,2019-05-01,1,58,0,0,1756
120,2019-05-01,2,102,0,0,2356
120,2019-05-01,3,220,0,0,3766
120,2019-05-01,4,435,0,0,6639
120,2019-05-01,5,244,0,0,3545
120,2019-05-01,6,598,0,0,9678
120,2019-05-01,7,606,0,0,10629
120,2019-05-01,8,551,0,0,8927
120,2019-05-01,9,385,0,0,9175
120,2019-05-01,10,154,0,0,3829
120,2019-05-01,11,404,0,0,7195
120,2019-05-01,12,472,0,0,6926
120,2019-05-01,13,701,0,0,11021
121,2019-05-02,0,54,0,0,2506
121,2019-05-02,1,58,0,0,1756
121,2019-05-02,2,102,0,0,2356
121,2019-05-02,3,220,0,0,3766
121,2019-05-02,4,435,0,0,6639
121,2019-05-02,5,244,0,0,3544
121,2019-05-02,6,598,0,0,9678
121,2019-05-02,7,606,0,0,10628
121,2019-05-02,8,551,0,0,8927
121,2019-05-02,9,385,0,0,9175
121,2019-05-02,10,154,0,0,3829
121,2019-05-02,11,404,0,0,7194
121,2019-05-02,12,472,0,0,6926
121,2019-05-02,13,701,0,0,11021
122,2019-05-03,0,54,0,0,2506
122,2019-05-03,1,58,0,0,1756
122,2019-05-03,2,102,0,0,2356
122,2019-05-03,3,220,0,0,3766
122,2019-05-03,4,435,0,0,6639
122,2019-05-03,5,244,0,0,3544
122,2019-05-03,6,598,0,0,9677
122,2019-05-03,7,606,0,0,10628
122,2019-05-03,8,551,0,0,8927
122,2019-05-03,9,385,0,0,9175
122,2019-05-03,10,154,0,0,3829
122,2019-05-03,11,404,0,0,7194
122,2019-05-03,12,472,0,0,6926
122,2019-05-03,13,701,0,0,11021
123,2019-05-04,0,54,0,0,2506
123,2019-05-04,1,58,0,0,1756
123,2019-05-04,2,102,0,0,2356
123,2019-05-04,3,220,0,0,3766
123,2019-05-04,4,435,0,0,6638
123,2019-05-04,5,244,0,0,3544
123,2019-05-04,6,598,0,0,9677
123,2019-05-04,7,606,0,0,10627
123,2019-05-04,8,551,0,0,8927
123,2019-05-04,9,385,0,0,9175
123,2019-05-04,10,154,0,0,3829
123,2019-05-04,11,404,0,0,7194
123,2019-05-04,12,472,0,0,6926
123,2019-05-04,13,701,0,0,11021
124,2019-05-05,0,54,0,0,2506
124,2019-05-05,1,58,0,0,1756
124,2019-05-05,2,102,0,0,2356
124,2019-05-05,3,220,0,0,3765
124,2019-05-05,4,435,0,0,6638
124,2019-05-05,5,244,0,0,3543
124,2019-05-05,6,598,0,0,9677
124,2019-05-05,7,606,0,0,10627
124,2019-05-05,8,551,0,0,8927
124,2019-05-05,9,385,0,0,9175
124,2019-05-05,10,154,0,0,3828
124,2019-05-05,11,404,0,0,7194
124,2019-05-05,12,472,0,0,6926
124,2019-05-05,13,701,0,0,11021
125,2019-05-06,0,54,0,0,2506
125,2019-05-06,1,58,0,0,1756
125,2019-05-06,2,102,0,0,2356
125,2019-05-06,3,220,0,0,3765
125,2019-05-06,4,435,0,0,6638
125,2019-05-06,5,244,0,0,3543
125,2019-05-06,6,598,0,0,9677
125,2019-05-06,7,606,0,0,10627
125,2019-05-06,8,551,0,0,8927
125,2019-05-06,9,385,0,0,9174
125,2019-05-06,10,154,0,0,3828
125,2019-05-06,11,404,0,0,7194
125,2019-05-06,12,472,0,0,6925
125,2019-05-06,13,701,0,0,11020
126,2019-05-07,0,54,0,0,2506
126,2019-05-07,1,58,0,0,1756
126,2019-05-07,2,102,0,0,2356
126,2019-05-07,3,217,0,0,3740
126,2019-05-07,4,437,0,0,6638
126,2019-05-07,5,245,0,0,3543
126,2019-05-07,6,601,0,0,9677
126,2019-05-07,7,610,0,0,10627
126,2019-05-07,8,554,0,0,8926
126,2019-05-07,9,388,0,0,9174
126,2019-05-07,10,156,0,0,3828
126,2019-05-07,11,407,0,0,7194
126,2019-05-07,12,475,0,0,6925
126,2019-05-07,13,705,0,0,11020
127,2019-05-08,0,54,0,0,2504
127,2019-05-08,1,58,0,0,1756
127,2019-05-08,2,102,0,0,2356
127,2019-05-08,3,217,0,0,3740
127,2019-05-08,4,437,0,0,6638
127,2019-05-08,5,245,0,0,3543
127,2019-05-08,6,601,0,0,9677
127,2019-05-08,7,610,0,0,10627
127,2019-05-08,8,554,0,0,8926
127,2019-05-08,9,388,0,0,9174
127,2019-05-08,10,156,0,0,3828
127,2019-05-08,11,407,0,0,7194
127,2019-05-08,12,475,0,0,6925
127,2019-05-08,13,705,0,0,11020
128,2019-05-09,0,54,0,0,2504
128,2019-05-09,1,58,0,0,1756
128,2019-05-09,2,102,0,0,2356
128,2019-05-09,3,217,0,0,3740
128,2019-05-09,4,437,0,0,6637
128,2019-05-09,5,245,0,0,3543
128,2019-05-09,6,601,0,0,9676
128,2019-05-09,7,610,0,0,10626
128,2019-05-09,8,554,0,0,8925
128,2019-05-09,9,388,0,0,9174
128,2019-05-09,10,156,0,0,3828
128,2019-05-09,11,407,0,0,7194
128,2019-05-09,12,475,0,0,6925
128,2019-05-09,13,705,0,0,11020
129,2019-05-10,0,54,0,0,2504
129,2019-05-10,1,58,0,0,1756
129,2019-05-10,2,102,0,0,2356
129,2019-05-10,3,217,0,0,3740
129,2019-05-10,4,437,0,0,6637
129,2019-05-10,5,245,0,0,3543
129,2019-05-10,6,601,0,0,9676
129,2019-05-10,7,610,0,0,10626
129,2019-05-10,8,554,0,0,8925
129,2019-05-10,9,388,0,0,9174
129,2019-05-10,10,156,0,0,3828
129,2019-05-10,11,407,0,0,7194
129,2019-05-10,12,475,0,0,6925
129,2019-05-10,13,705,0,0,11020
130,2019-05-11,0,54,0,0,2504
130,2019-05-11,1,58,0,0,1755
130,2019-05-11,2,102,0,0,2355
130,2019-05-11,3,217,0,0,3740
130,2019-05-11,4,437,0,0,6637
130,2019-05-11,5,245,0,0,3543
130,2019-05-11,6,601,0,0,9675
130,2019-05-11,7,610,0,0,10626
130,2019-05-11,8,554,0,0,8925
130,2019-05-11,9,388,0,0,9174
130,2019-05-11,10,156,0,0,3828
130,2019-05-11,11,407,0,0,7192
130,2019-05-11,12,475,0,0,6925
130,2019-05-11,13,705,0,0,11020
131,2019-05-12,0,54,0,0,2504
131,2019-05-12,1,58,0,0,1755
131,2019-05-12,2,102,0,0,2355
131,2019-05-12,3,217,0,0,3740
131,2019-05-12,4,437,0,0,6637
131,2019-05-12,5,245,0,0,3543
131,2019-05-12,6,601,0,0,9675
131,2019-05-12,7,610,0,0,10626
131,2019-05-12,8,554,0,0,8925
131,2019-05-12,9,388,0,0,9174
131,2019-05-12,10,156,0,0,3828
131,2019-05-12,11,407,0,0,7192
131,2019-05-12,12,475,0,0,6925
131,2019-05-12,13,705,0,0,11020
132,2019-05-13,0,54,0,0,2504
132,2019-05-13,1,58,0,0,1755
132,2019-05-13,2,102,0,0,2355
132,2019-05-13,3,217,0,0,3740
132,2019-05-13,4,437,0,0,6636
132,2019-05-13,5,245,0,0,3542
132,2019-05-13,6,601,0,0,9675
132,2019-05-13,7,610,0,0,10626
132,2019-05-13,8,554,0,0,8925
132,2019-05-13,9,388,0,0,9174
132,2019-05-13,10,156,0,0,3828
132,2019-05-13,11,407,0,0,7192
132,2019-05-13,12,475,0,0,6925
132,2019-05-13,13,705,0,0,11019
133,2019-05-14,0,54,0,0,2504
133,2019-05-14,1,58,0,0,1754
133,2019-05-14,2,102,0,0,2355
133,2019-05-14,3,214,0,0,3714
133,2019-05-14,4,438,0,0,6636
133,2019-05-14,5,246,0,0,3542
133,2019-05-14,6,604,0,0,9675
133,2019-05-14,7,614,0,0,10626
133,2019-05-14,8,558,0,0,8925
133,2019-05-14,9,391,0,0,9173
133,2019-05-14,10,158,0,0,3827
133,2019-05-14,11,410,0,0,7192
133,2019-05-14,12,478,0,0,6925
133,2019-05-14,13,709,0,0,11017
134,2019-05-15,0,54,0,0,2504
134,2019-05-15,1,58,0,0,1754
134,2019-05-15,2,102,0,0,2355
134,2019-05-15,3,214,0,0,3714
134,2019-05-15,4,438,0,0,6635
134,2019-05-15,5,246,0,0,3542
134,2019-05-15,6,604,0,0,9674
134,2019-05-15,7,614,0,0,10625
134,2019-05-15,8,558,0,0,8924
134,2019-05-15,9,391,0,0,9173
134,2019-05-15,10,158,0,0,3827
134,2019-05-15,11,410,0,0,7192
134,2019-05-15,12,478,0,0,6925
134,2019-05-15,13,709,0,0,11017
135,2019-05-16,0,54,0,0,2504
135,2019-05-16,1,58,0,0,1754
135,2019-05-16,2,102,0,0,2355
135,2019-05-16,3,214,0,0,3714
135,2019-05-16,4,438,0,0,6635
135,2019-05-16,5,246,0,0,3542
135,2019-05-16,6,604,0,0,9674
135,2019-05-16,7,614,0,0,10625
135,2019-05-16,8,558,0,0,8924
135,2019-05-16,9,391,0,0,9173
135,2019-05-16,10,158,0,0,3827
135,2019-05-16,11,410,0,0,7192
135,2019-05-16,12,478,0,0,6924
135,2019-05-16,13,709,0,0,11017
136,2019-05-17,0,54,0,0,2504
136,2019-05-17,1,58,0,0,1754
136,2019-05-17,2,102,0,0,2355
136,2019-05-17,3,214,0,0,3714
136,2019-05-17,4,438,0,0,6635
136,2019-05-17,5,246,0,0,3542
136,2019-05-17,6,604,0,0,9674
136,2019-05-17,7,614,0,0,10625
136,2019-05-17,8,558,0,0,8924
136,2019-05-17,9,391,0,0,9173
136,2019-05-17,10,158,0,0,3827
136,2019-05-17,11,410,0,0,7192
136,2019-05-17,12,478,0,0,6924
136,2019-05-17,13,709,0,0,11017
137,2019-05-18,0,54,0,0,2504
137,2019-05-18,1,58,0,0,1754
137,2019-05-18,2,102,0,0,2355
137,2019-05-18,3,214,0,0,3714
137,2019-05-18,4,438,0,0,6635
137,2019-05-18,5,246,0,0,3542
137,2019-05-18,6,604,0,0,9674
137,2019-05-18,7,614,0,0,10625
137,2019-05-18,8,558,0,0,8924
137,2019-05-18,9,391,0,0,9173
137,2019-05-18,10,158,0,0,3827
137,2019-05-18,11,410,0,0,7192
137,2019-05-18,12,478,0,0,6924
137,2019-05-18,13,709,0,0,11017
138,2019-05-19,0,54,0,0,2504
138,2019-05-19,1,58,0,0,1754
138,2019-05-19,2,102,0,0,2354
138,2019-05-19,3,214,0,0,3714
138,2019-05-19,4,438,0,0,6635
138,2019-05-19,5,246,0,0,3542
138,2019-05-19,6,604,0,0,9674
138,2019-05-19,7,614,0,0,10625
138,2019-05-19,8,558,0,0,8924
138,2019-05-19,9,391,0,0,9172
138,2019-05-19,10,158,0,0,3827
138,2019-05-19,11,410,0,0,7192
138,2019-05-19,12,478,0,0,6923
138,2019-05-19,13,709,0,0,11016
139,2019-05-20,0,54,0,0,2503
139,2019-05-20,1,58,0,0,1754
139,2019-05-20,2,102,0,0,2354
139,2019-05-20,3,214,0,0,3713
139,2019-05-20,4,438,0,0,6635
139,2019-05-20,5,246,0,0,3542
139,2019-05-20,6,604,0,0,9674
139,2019-05-20,7,614,0,0,10625
139,2019-05-20,8,558,0,0,8924
139,2019-05-20,9,391,0,0,9172
139,2019-05-20,10,158,0,0,3827
139,2019-05-20,11,410,0,0,7192
139,2019-05-20,12,478,0,0,6923
139,2019-05-20,13,709,0,0,11016
140,2019-05-21,0,54,0,0,2503
140,2019-05-21,1,58,0,0,1754
140,2019-05-21,2,103,0,0,2354
140,2019-05-21,3,209,0,0,3691
140,2019-05-21,4,439,0,0,6634
140,2019-05-21,5,247,0,0,3542
140,2019-05-21,6,607,0,0,9673
140,2019-05-21,7,618,0,0,10624
140,2019-05-21,8,561,0,0,8924
140,2019-05-21,9,394,0,0,9171
140,2019-05-21,10,159,0,0,3827
140,2019-05-21,11,413,0,0,7191
140,2019-05-21,12,481,0,0,6923
140,2019-05-21,13,713,0,0,11016
141,2019-05-22,0,54,0,0,2503
141,2019-05-22,1,58,0,0,1754
141,2019-05-22,2,103,0,0,2354
141,2019-05-22,3,209,0,0,3691
141,2019-05-22,4,439,0,0,6634
141,2019-05-22,5,247,0,0,3542
141,2019-05-22,6,607,0,0,9673
141,2019-05-22,7,618,0,0,10623
141,2019-05-22,8,561,0,0,8923
141,2019-05-22,9,394,0,0,9171
141,2019-05-22,10,159,0,0,3827
141,2019-05-22,11,413,0,0,7191
141,2019-05-22,12,481,0,0,6923
141,2019-05-22,13,713,0,0,11016
142,2019-05-23,0,54,0,0,2503
142,2019-05-23,1,58,0,0,1754
142,2019-05-23,2,103,0,0,2353
142,2019-05-23,3,209,0,0,3691
142,2019-05-23,4,439,0,0,6634
142,2019-05-23,5,247,0,0,3542
142,2019-05-23,6,607,0,0,9673
142,2019-05-23,7,618,0,0,10623
142,2019-05-23,8,561,0,0,8923
142,2019-05-23,9,394,0,0,9171
142,2019-05-23,10,159,0,0,3826
142,2019-05-23,11,413,0,0,7191
142,2019-05-23,12,481,0,0,6923
142,2019-05-23,13,713,0,0,11016
143,2019-05-24,0,54,0,0,2503
143,2019-05-24,1,58,0,0,1754
143,2019-05-24,2,103,0,0,2353
143,2019-05-24,3,209,0,0,3690
143,2019-05-24,4,439,0,0,6634
143,2019-05-24,5,247,0,0,3541
143,2019-05-24,6,607,0,0,9673
143,2019-05-24,7,618,0,0,10623
143,2019-05-24,8,561,0,0,8923
143,2019-05-24,9,394,0,0,9171
143,2019-05-24,10,159,0,0,3826
143,2019-05-24,11,413,0,0,7191
143,2019-05-24,12,481,0,0,6923
143,2019-05-24,13,713,0,0,11016
144,2019-05-25,0,54,0,0,2503
144,2019-05-25,1,58,0,0,1754
144,2019-05-25,2,103,0,0,2353
144,2019-05-25,3,209,0,0,3690
144,2019-05-25,4,439,0,0,6634
144,2019-05-25,5,247,0,0,3541
144,2019-05-25,6,607,0,0,9673
144,2019-05-25,7,618,0,0,10623
144,2019-05-25,8,561,0,0,8923
144,2019-05-25,9,394,0,0,9171
144,2019-05-25,10,159,0,0,3826
144,2019-05-25,11,413,0,0,7191
144,2019-05-25,12,481,0,0,6922
144,2019-05-25,13,713,0,0,11015
145,2019-05-26,0,54,0,0,2503
145,2019-05-26,1,58,0,0,1754
145,2019-05-26,2,103,0,0,2353
145,2019-05-26,3,209,0,0,3690
145,2019-05-26,4,439,0,0,6634
145,2019-05-26,5,247,0,0,3541
145,2019-05-26,6,607,0,0,9673
145,2019-05-26,7,618,0,0,10623
145,2019-05-26,8,561,0,0,8923
145,2019-05-26,9,394,0,0,9171
145,2019-05-26,10,159,0,0,3826
145,2019-05-26,11,413,0,0,7191
145,2019-05-26,12,481,0,0,6922
145,2019-05-26,13,713,0,0,11015
146,2019-05-27,0,54,0,0,2503
146,2019-05-27,1,58,0,0,1754
146,2019-05-27,2,103,0,0,2353
146,2019-05-27,3,209,0,0,3690
146,2019-05-27,4,439,0,0,6633
146,2019-05-27,5,247,0,0,3541
146,2019-05-27,6,607,0,0,9671
146,2019-05-27,7,618,0,0,10623
146,2019-05-27,8,561,0,0,8923
146,2019-05-27,9,394,0,0,9171
146,2019-05-27,10,159,0,0,3825
146,2019-05-27,11,413,0,0,7191
146,2019-05-27,12,481,0,0,6922
146,2019-05-27,13,713,0,0,11015
147,2019-05-28,0,55,0,0,2503
147,2019-05-28,1,58,0,0,1754
147,2019-05-28,2,103,0,0,2353
147,2019-05-28,3,205,0,0,3664
147,2019-05-28,4,440,0,0,6633
147,2019-05-28,5,248,0,0,3541
147,2019-05-28,6,610,0,0,9671
147,2019-05-28,7,622,0,0,10622
147,2019-05-28,8,565,0,0,8922
147,2019-05-28,9,398,0,0,9171
147,2019-05-28,10,161,0,0,3825
147,2019-05-28,11,415,0,0,7191
147,2019-05-28,12,484,0,0,6922
147,2019-05-28,13,718,0,0,11013
148,2019-05-29,0,55,0,0,2503
148,2019-05-29,1,58,0,0,1754
148,2019-05-29,2,103,0,0,2353
148,2019-05-29,3,205,0,0,3664
148,2019-05-29,4,440,0,0,6633
148,2019-05-29,5,248,0,0,3541
148,2019-05-29,6,610,0,0,9671
148,2019-05-29,7,622,0,0,10622
148,2019-05-29,8,565,0,0,8922
148,2019-05-29,9,398,0,0,9170
148,2019-05-29,10,161,0,0,3825
148,2019-05-29,11,415,0,0,7191
148,2019-05-29,12,484,0,0,6922
148,2019-05-29,13,718,0,0,11013
149,2019-05-30,0,55,0,0,2503
149,2019-05-30,1,58,0,0,1753
149,2019-05-30,2,103,0,0,2353
149,2019-05-30,3,205,0,0,3664
149,2019-05-30,4,440,0,0,6632
149,2019-05-30,5,248,0,0,3541
149,2019-05-30,6,610,0,0,9671
149,2019-05-30,7,622,0,0,10622
149,2019-05-30,8,565,0,0,8920
149,2019-05-30,9,398,0,0,9170
